id,name,parent_id,created_at,updated_at,children_count,cover,logo,product_template_id,state,status_text,position,suppliers_count,post_tag,products_count,slug,certifiers_count,labels_count,cover_original_content_type,cover_original_filename,cover_original_filesize,logo_original_content_type,logo_original_filename,logo_original_filesize,cover_title,cover_alt,cover_description,logo_title,logo_alt,logo_description
8d8d4fd6-96bc-4dc0-a19f-338d270ba7d3,Pawpaw,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 20:57:56.762647,2020-08-20 15:28:00.864149,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,58,0,,0,food-and-beverage-pawpaw,0,0,,,0,,,0,,,,,,
30cd7eeb-b2e5-471e-a601-b57be8236e33,Mango,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 20:54:33.727355,2020-08-20 15:27:43.64601,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,48,0,,0,food-and-beverage-mango,0,0,,,0,,,0,,,,,,
c4536a1e-8d0d-48fb-9371-62148dea1dc0,Sheep wool,d83ab3cb-edb3-41e0-96d1-a65fb94c9153,2020-08-14 10:27:52.302918,2020-08-21 18:23:54.90963,0,,,86c8d37b-3ded-4a14-88b2-80bd3bff8cc7,enabled, ,6,0,,0,textiles-yarns-and-fibers-sheep-wool,0,1,,,0,,,0,,,,,,
f56da3df-3987-4a2e-bf05-ff056120d2d7,Tomato,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:05:15.986437,2020-08-20 15:28:44.761169,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,80,0,,0,food-and-beverage-tomato,0,0,,,0,,,0,,,,,,
5421abfe-fe26-41d5-83a9-3393f848da2c,Manioc,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 20:55:17.562516,2020-08-20 15:27:45.251693,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,50,0,,0,food-and-beverage-manioc,0,0,,,0,,,0,,,,,,
23289f82-a526-41a4-a8d1-23c00980a59d,Sweet fennel,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:03:31.4187,2020-08-20 15:28:25.645979,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,75,0,,0,food-and-beverage-sweet-fennel,0,0,,,0,,,0,,,,,,
7f47b42f-ad53-46ca-a60c-a14d72ba74f9,Pear,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 20:58:51.750574,2020-08-20 15:28:08.242251,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,61,0,,0,food-and-beverage-pear,0,0,,,0,,,0,,,,,,
e4881083-fe8c-43e5-864c-4006eb814b9c,Pet clothing and accessories,dc46e82d-5ad7-44c7-9225-ad822487dc78,2020-08-27 12:55:44.198794,2020-08-27 12:55:48.108711,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,enabled,Coming soon,2,0,,0,livestock-and-petcare-pet-clothing-and-accessories,0,0,,,0,,,0,,,,,,
9b057424-1e9f-4cf7-8497-58cc198f08e5,Potato,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:00:38.393904,2020-08-20 15:28:12.572298,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,66,0,,0,food-and-beverage-potato,0,0,,,0,,,0,,,,,,
7a72b258-c8d1-4a66-af56-72537d8d5af4,Soursop,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:02:33.364341,2020-08-20 15:28:22.9182,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,72,0,,0,food-and-beverage-soursop,0,0,,,0,,,0,,,,,,
dadada2b-654b-463c-b335-9beaedfa6766,Sweet potato,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:04:34.158568,2020-08-20 15:28:42.97514,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,78,0,,0,food-and-beverage-sweet-potato,0,0,,,0,,,0,,,,,,
520099ac-5107-460c-a40c-8f16a6034b55,Spinach,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:02:49.944075,2020-08-20 15:28:23.876859,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,73,0,,0,food-and-beverage-spinach,0,0,,,0,,,0,,,,,,
87362c4f-9aa1-46e1-9356-e889da4cec92,Pet toys,dc46e82d-5ad7-44c7-9225-ad822487dc78,2020-08-27 12:56:21.005376,2020-08-27 12:56:26.97082,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,enabled,Coming soon,3,0,,0,livestock-and-petcare-pet-toys,0,0,,,0,,,0,,,,,,
819fcadc-dc05-4ba2-afc2-38455baeda3d,Tamarillo,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 21:04:54.069389,2020-08-20 15:28:43.985131,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,79,0,,0,food-and-beverage-tamarillo,0,0,,,0,,,0,,,,,,
3972e9c7-c2f5-436d-83e1-b0ff00b0d4f0,Shaving,45a08e74-6c6d-4913-8b15-7bd121acb287,2020-11-06 15:58:05.292628,2020-11-06 15:58:56.007893,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,enabled, ,1,7,,14,cosmetics-and-beauty-shaving,0,0,,,0,,,0,,,,,,
48f30fa6-d4dc-478c-a54e-4d91d7fe7bfa,Asparagus,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 09:35:35.195605,2020-08-20 15:26:38.389171,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,4,0,,0,food-and-beverage-asparagus,0,0,,,0,,,0,,,,,,
04d44682-0849-4508-b6dc-a851caa1c10c,Salt water,7e2e3cd2-943f-4c5f-9a26-902c2290b195,2020-08-27 13:10:43.81865,2020-08-27 13:10:50.45562,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,enabled,Coming soon,2,0,,0,livestock-and-petcare-salt-water,0,0,,,0,,,0,,,,,,
c6406119-06e6-4cd1-b868-75538ccae6a3,Avocado,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 09:35:56.71881,2020-08-20 15:26:39.33155,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,5,0,,0,food-and-beverage-avocado,0,0,,,0,,,0,,,,,,
c51290ab-61f1-401a-8cfa-5c497f606332,Banana,6b5b7082-3d04-47dc-8151-dbd6a09a0b41,2020-08-17 09:36:21.872479,2020-08-20 15:26:40.210382,0,,,5f7c499d-bab4-4783-95e7-11d8a564ef86,disabled, ,6,0,,0,food-and-beverage-banana,0,0,,,0,,,0,,,,,,
